IND	@USER Her family consist of : -Cheating husband who never loved her -two bonus boys who made it clear she is not their mom and never will be - in laws who show more affection to stray cats than Wewe. - paid employees who laugh at her while cashing her checks. URL
IND	@USER @USER @USER @USER @USER @USER 36 years ago I was sexually assaulted by a Supreme Court nominee, but I would like to remain anonymous so that I don't have to answer questions. This is basically a smear campaign because I am a democrat and don't want conservatives with a majority on SCOTUS.""
GRP	..understand that black lives matter, fight global warming, demand gun control, safeguard Roe v. Wade, and, of course, marshal their forces to throw the bum out." Save our SS from being used as welfare for billionaires. Have medicare that covers everything. No worries or fears."
IND	@USER His policies were the worst
GRP	@USER @USER We all know that the left is going to believe all those lies demo liberals rats are there to destroy President Trump 👎Nov is going to be red 👍🇺🇸
IND	@USER @USER @USER @USER He did not born so he is not pakistani?Get a life man.If ur wife deleiver boy in london nd back to pk so the baby is not pakistani?You nd  ur wife r not pakistani?Just some papers of registration in london make ur boy non Pakistani 😂😉.Honey see the forefathers history.
GRP	Adulting is knowing who fucked cut off in your future plans.....
IND	@USER please don’t make the same mistake with #Kavanaugh! He is a perjurer who is also a Trump lackey. #VoteNoOnKavanaugh URL
GRP	@USER @USER @USER She is the “comedian” that lectures the audience for an hour how white men are the scum of the earth.
IND	Impeach Trump and #MAGA
IND	@USER Me estoy fucking alterando
IND	Rahm Emanuel’s failure is an ill omen for all Democrats"  URL #TCOT #MAGA #RedNationRising"
IND	@USER I wasn't given the option to stay home and stack money but I always tell people if the opportunity is given take it 🤷🏾‍♀️   Shit hell out here
IND	@USER CNN is evil.  A true enemy of the people.  I can’t believe there are people who still take them seriously.
IND	@USER Gillibrand must have been a very sexually active woman to be pushing young women to have abortions.
GRP	@USER @USER I'll answer for You!!  when you have a different opinion to them you're a racist...when they lose an argument you're a racist...if you love Britain you're a racist...liberals are week people...it takes a strong person to to not be one of the sheep
OTH	@USER 🤷🏼‍♀️ that would be silly.
OTH	@USER @USER @USER maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone
IND	@USER you are some basic white girl who clearly didn’t know any of them personally and it’s awful what has happened to Mac so why don’t you pay respect to that instead of being disgusting and blaming another innocent human in something that has nothing to do with them.
IND	@USER @USER @USER My opinion isn’t false just as is you’re isn’t . You can’t downplay my feelings because it doesn’t fit into your narrative. What rights are we taking away??? Better gun control??? If that hurts your soul oh well. A dead child hurts mine more
IND	@USER @USER And you support the right using Antifa tactics in other words the tactics of a domestic terrorist group.
GRP	@USER I see his tweet. But it’s just another garbage tweet from the liberals. Contributed nothing except to add more confirmation that the liberals are out of talking points &amp; aren’t to be believed.
OTH	@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!
GRP	@USER @USER Apparantly that rule of law doesn't apply to Republicans/Conservatives baselessly accused by Dems
OTH	@USER @USER What difference does it make if the gun death was a “fight” or “random”! Holding parents accountable could be part of gun control legislation. Write you Congressional representatives and demand it! Until Congress deals w/ gun violence it will continue &amp; ALL Americans are at risk!
IND	@USER @USER This pope is pure satanic. God will strip him down to nothing and cast him to hells fire for his crimes
IND	@USER He ruined the brand for what? Kaepernick?
IND	@USER This guy wants to be a successful producer and he is tweeting stuff like this.
IND	@USER TICK TOCK SWAMP !! YOUR GOING TO JAIL VERY SOON !! #MAGA
IND	@USER The people of PR tried telling us this last year but you were too busy bashing trump with mayor Cruz.   To you people 3000 peoples lives were worth it to try to make Trump look bad.  You are all a disgrace!
IND	@USER As much as I dislike Antifa. I hope none of them are stupid enough to fall for this bait and end up getting themselves or someone else injured or killed
IND	@USER URL  And this explains why he is disrespected by idiots like urself and Korzemba
IND	@USER This is a guy who weaponized the judicial system and IRS to attack conservatives...this is a guy who couldnt grow the ec onomy over 2 percent...this is a guy who said.  Get used to it...its the new norm  This guy is a moron
IND	@USER Unless he is like that old skin bag Cher.  She just coming back and coming back. #stretchedface
IND	@USER This is so fake he’s unable to feel true feelings he even lies when he says anything and she is just as stupid in standing by a man who clearly doesn’t respect the unity of marriage while he was with her and pay these women off STAND UP DIVORCE LIKE HIS OTHER WIFES DID HES A PIG
OTH	@USER @USER So is Fox News now campaigning for the fairness doctrine or is this just Republicans using the power of Congress to force private companies to broadcast whatever the gop says as truth? When will NRA TV have pro gun control NRA members on?
IND	@USER I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS
IND	@USER Has this guy got acorns in his cheeks or what. Lack of walking around sense is astonishing with liberals.
GRP	@USER @USER is so biased against conservatives‼️everyone should drop google and use Bing or DuckDuckGo.
IND	@USER Call bullsh#t just poor losser
IND	@USER !maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness  she is a child and this officer could have handled this better. Sorry he needs to be fired
IND	@USER I have you and Kaze- I need more.
OTH	3/ you simply gloss right over the silly emotional female, and her nothing problem. Then you delete this as you realize how horrible it is, (or perhaps someone told you), but somehow it is the fault of the liberals," who might misinterpret what you wrote in plain English."
IND	@USER Bono is clearly a racist
GRP	#stcshooting To the kneejerk people crying for gun control" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law."
IND	@USER @USER @USER You liberals live by double standards. Look at what you did to Monica Lewinski. She was branded a liar and whore even after she produced the evidence. All because good ole Bill is a Democrat! Your all fucking insane!
IND	@USER @USER She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely!
IND	@USER Can’t she appeal. ? This is all kinds of wrong . If I were ES@USER would beat the sh** out of her.
GRP	Black Female Democrats Call for Changes in Party"  URL #TCOT #MAGA #RedNationRising"
IND	@USER @USER @USER Are you aware that Hillary Clinton said she was going to use Nuclear weapons against Russia. That was after she sold the 20% of our weapons fuel. She is a complete idiot.
GRP	@USER @USER @USER Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!
GRP	@USER @USER Levi’s just came out in support of student gun control activists.  Now the Trumpers will be burning their jeans as well as their sneakers!
IND	@USER If you ain’t hyping me up like the nigga in the back ima have to throw the whole friend away
OTH	@USER @USER @USER You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun control. Arm teachers with guns" yes makes sense."
GRP	@USER @USER Antifa is a high emotion low IQ FASCIST organization. Some of its members are fooled by its name into not reflecting on their own groups obvious fascist ideals and others are just there to take advantage of the rest of the fools.
IND	@USER Another #dem lie
IND	@USER @USER Hysterical liberals following Don Jr. No facts just liberal mouthpieces.
GRP	More bad news for Democrats 👇 #MAGA 🇺🇸 URL
IND	@USER @USER @USER Because some people are bastards. You're hopelessly naïve if you think plenty of frauds won't take advantage of this law change for malign purposes.
IND	.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL
GRP	@USER Our great state has been flooded with illegal immigrants and liberals  from blue states looking for work. Then these dumba$$es vote Democrat!?!!! Go figure. All insane.
IND	@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!
GRP	@USER Crazy liberals
GRP	@USER @USER @USER @USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.
IND	@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....
IND	@USER Trump will never be a free range chicken again  He is a danger to the world while under constant surveillance and scrutiny   Imagine him gallivanting around the world with the little scraps of actual intel he does know completely unfettered  Just don't see it happening
IND	@USER She is so gross. An obvious hack
IND	@USER If you are not sure then l will block all these useless tweets. OK ?
IND	@USER @USER Good Arrest them all!  Arrest the crazy NDP leader @USER as well.  She is Having her lil minions take a fall for her! She planned this! Will she be paying their Legal fees? I think not! The immaturity level of this goverment party is disgusting!!!
GRP	. @USER @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL
IND	@USER I knew he will b dead 🤣🤣 He is brave 🤣🤣🤣
OTH	@USER you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic
GRP	@USER @USER @USER John careful... liberals will attack you for thinking critically because the facts aren't on their side
OTH	@USER Amazing how the POPE is afraid of the truth
GRP	@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.
IND	@USER Andrea Mitchell. Another political hack embedded in the news media. Listen to the tone of that interview.  She is looking for a gotcha moment instead of commending the guy for the work that he is doing. At every turn he shoots her down and it kills her.
IND	#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!
GRP	@USER Prime example as to why we can't have anymore liberals in our government.  They don't want to nor do they know our Constitution.  They prefer to dictate and be superior than Americans. Their hate for our Republic is brazen and we need to keep them out.  #VoteThemAllOut
IND	@USER LOL LOL LOL LOL LOL!!!!!!!😂😂😂😂😂😂😂. You are a fool!!!
GRP	@USER Hes sure as hell not one of is either... traitor liberals- all of them-
IND	@USER Please don't start with what he is concerned about. She wants to go out, if he has something planned or an idea of what to do.   Movie or not, it's scary."  Avery felt like there was something she wanted him to know, but she couldn't remember what off the top of her head."
GRP	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's what you are implying that no-one took correct records-having been to hospital it is usual for the doctors or nurses to record as they go-so it is your claim that so many are incompetent if no single record was produced correctly-
GRP	@USER @USER @USER @USER @USER @USER You are a dope. A delusional libtard. Ask the Govoner of Puerto Rico about the fantastic response by our President @USER
IND	@USER @USER This is the dumbest shit I’ve read since I slent the morning reading Trump tweets.
OTH	@USER Eric Holder will be held accountable. He is pointing the finger away from the crime. Time is not on your side Eric. Looking forward to the collapse of your scandalous time ruining America.
GRP	@USER @USER @USER This is fun, I asked him for proof and he blocked me. I was about to joke about how he'd go from The Antifa are the real Nazis!" to similar alt-shite talking points, boy that sure was providing proof quickly."
IND	.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL
GRP	@USER @USER @USER They had conservatives silently tied up in the cellar for dexades. They're livid we got out and now have a voice In the White House ascend they want to put us back. They're trying to silence us any way possible. We need to burn them all in the midterms. Once and for all
IND	@USER @USER @USER He is a wonder dog he could have a couple doggie girlfriends
IND	@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy" decades before but a Hollyweird gets a pass for saying "fuck the shit out of the boy next to him" gets a liberal pass? URL
IND	@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine
GRP	@USER I know many too !!! we liberals just don't feel the need to dance around waving them like the maga idiots.
IND	65 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!
GRP	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do white liberals imagine white people have some power?  White people have been trained for generations not be racially aware.  White liberals are the most anti-white racists I know.  What power do you imagine white people have that other people do not?
GRP	@USER It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.
IND	@USER  If you think Conservatives are going to believe a wacko liberal you are sadly mistaken.  We see right thru your lies.  Judge Kavanaugh is a great person and the best thing for this country.  You on the other hand are a disgrace to the United States &amp; women.
GRP	@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit
GRP	@USER @USER Gun control isn't about public safety...it's about hating 'rednecks' and social engineering.
IND	@USER fuck off  URL
IND	@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full
IND	@USER This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!
IND	@USER Fuck you it’s 3
GRP	@USER The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.
IND	@USER where did you dig this one from? She is dope sha
IND	@USER He blocked me a long time ago after one response that called him out for lying.  He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him.  A complete douchebag.
IND	@USER 😭😭😭😭 he is terrible 🆗
GRP	@USER Ok give it up u low life conservatives move on u got one year til election for canadians to show u that WE DON'T WANT RACIST RUNNING R COUNTRY so grow up and let's talk about how u dont like anybody who dont look like u
GRP	@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.
GRP	@USER And the Liberals are saying Republicans are separating this country by color. Hypocrites.
IND	@USER You are ridiculous and need to retire!
OTH	@USER Bengals v. Some sorry team looking for a butt whoopin’
IND	@USER @USER One of the very first states in the US to legislatively legalize gay marriage. Extremely progressive gun control. Minimum wage increase. Free college. I know these things don’t count for dipshits like you. But they are major and they count.
IND	@USER Bitch im gonna see you on december dont me. We have to see each other
OTH	@USER And who gives a shit
IND	@USER “It’s only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”
GRP	@USER @USER I'll add one more: Did you realize that conservatives would decide that certain men should get a PASS for sexual assault?
GRP	@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.
IND	@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.
IND	@USER @USER @USER Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day."
GRP	@USER @USER @USER ....Except not all Millennials are for Gun Control.
IND	@USER She is so despicable!
IND	@USER @USER @USER I don't like him bc he is an anti-Semitic and a Muslim and a racist. Any other questions?
IND	@USER I hope they beat his ass in private.
IND	@USER At least you’ve been some type of fucked
IND	@USER I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR
IND	@USER That didn't work now did it!! Maybe he needs glasses!!!!
IND	@USER Only Trump could get Liberals to scream bloody hell at open transparency.
IND	@USER @USER Yeah she is a real blond just like Uncle Donnie
GRP	@USER LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics'
IND	@USER Lmfaoo! 😭 bitch
OTH	@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.
GRP	@USER @USER why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; Ford does not know how got home. Maybe attack if happened was by who took her home. #
OTH	@USER @USER @USER @USER @USER @USER Anyone concerned with mass gun killings" should reject "gun control" outright as unconstitutional. Especially since during the first 80 years of the Twentieth Century alone, “governments” killed some 170 million people. Facilitated by "gun control”."
GRP	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Even pedophiles in interviews will tell you the only way to stop them is to kill them. Pedophiles even admit to when out of prison they will offend again and that’s what keeps them alive in prison... the hope of another opportunity to molest an innocent child. They are sick f*cks
IND	@USER So we should believe this from 40 years ago when the man went to an all boys school. This was a way to try and stop the confirmation and blew up in @USER face. She is a corrupt pos!!!
IND	All of this shows just how scared Liberals are of the New @USER that is going to be guided by the Constitution &amp; Bill of Rights. They honestly believed they had made them powerless in today's courts. @USER Trump is #MAGA &amp; Deplorables are helping. URL
OTH	@USER U nasty bitch
OTH	@USER @USER yeah keep mocking her right into a yes vote
GRP	@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons
IND	@USER @USER Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol
IND	@USER I guess all of those old white guys DO kinda look alike...  😉🤭
GRP	@USER @USER @USER @USER BS made up by a lying liberal..a cheap filthy whore, whose lies help to undermine REAL WOMEN who are sexually assaulted.  But with trashy liberals who cares?" right? As long as the end can justify the means?  Trashy libs tried same thing with Judge Thomas.  Democrats are sick."
GRP	@USER And they have some of the strictest gun control laws in the country? As the saying goes if you ban guns only criminals will have them! Seems to be proving here go get them Chicago.
OTH	@USER David stop it with your logical connections.... True journalists like you are not in vogue..
IND	@USER bitch if u don’t message him
GRP	@USER @USER They on their bullshit
IND	@USER He is so stupid
IND	@USER You are still on that Trump  train to nowhere!👎
GRP	@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL
GRP	@USER @USER @USER @USER @USER Trump publicly lusted for his daughter and GOP still elected him.  Let's stop pretending that morality or decency means jack shit to conservatives.
IND	@USER @USER @USER She is talking about herself dude...ignored.
GRP	@USER Crazy people don't care what they use. I suppose you leftist who says to bad it wasn't a gun. Sounds like you're disappointed he didn't. That way you can scream gun control.
IND	@USER who’s the loser bitch!  lol you! fuck you #MAGA URL
IND	@USER @USER @USER Says the little commie thot. I bet that $20 is more than your hourly rate
IND	@USER @USER You are seriously so despicable. How can you even look you kids in the eye...
GRP	@USER Barf over the squishy self-righteous source. That's the whole deal with TBC. They're young and dumb history major conservatives" who've swallowed the SJ BS and like to hand wave. I'll assume without further evidence Prager is lame."
GRP	...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... URL
IND	@USER can you share my twtich? Trying to make that shit work out URL
IND	@USER @USER @USER @USER Chris Burns you are a fascist. Nothing more than that.
GRP	@USER Yeahh tbh most that do are weirdos and think about sex in a very weird way.
GRP	1/7 🔥🔥🔥  CONSERVATIVES SUDDENLY REALIZE JUVENILE 1ENDERS DESERVE LENIENCY  The president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... URL
IND	@USER Sorry you’re a socialist!! I contributed to Ted Cruz!! Sick of liberals
IND	@USER He is. Lol 😂🙄
IND	@USER please draw stupid sexy nezha and nidus over the shoulder or something.
IND	@USER @USER @USER No. She is a liar.
IND	@USER What shitty wipers you have
IND	@USER holy fuck
GRP	@USER Being the good Christian that he is, he asked God to spare his properties. Virginia beach was only slightly impacted. You know the 700 club prayer, God spare me and mine, to hell with everybody else"."
IND	@USER He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!
GRP	@USER Disco pose with “white dude overbite” look. Classic 70s dance move.
GRP	@USER Interesting-cause you leftists not only threaten us-but regulary shoot/stab us.  I wonder if maybe Mr. Swalwell isn't all-in on the violence toward conservatives.  He certainly always seems to ignore/suppor it(ANTIFA for instance).
IND	@USER Its not like your not sharing the water! Un fucking real. 😡
IND	@USER @USER @USER @USER @USER Peter....look at your liberal self making no sense.....It is just a little suspicious that everyone making last minute claims against Kavanaugh are Trump hating liberals...And of course they have zero proof of anything...Just like Their collusion obsession.
IND	@USER  god I don’t know how Your didn’t punch Carole at the reunion. She is a smug asshole. I know you are dealing with a lot. I hope you are well.
IND	@USER Holy shit which sears?
IND	@USER Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.
GRP	@USER @USER Liberals will melt 😂 😂 😂
GRP	@USER Everyone who is against this is called a „Nazi“ by Antifa scum and politicians.
GRP	@USER @USER @USER Please stop calling the losers “Elite”
OTH	@USER @USER Don’t usually do Twitter”conversations”but my point was Dana may be kind of woman who doesn’t want to help other woman;wants to be THE prima donna &amp; so doesn’t care about developing next-gen girls.She is against gun control &amp; isn’t bothered by school shootings-must not like kids
IND	@USER You know what will make this professor even woker"? If he's a gun control nut...."
IND	@USER @USER @USER Listen here lady my tweet was about the fact that I’m sick of hearing about trump every time I listen to news.  Idk where the fuck you get off trying to spin it in to some sort of racial situation!  YOU are part of the problem. Stop turning shit in to something it’s not.
GRP	@USER @USER @USER @USER ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL
IND	1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard. Betrayed and divorced 2 women. #r4today
GRP	@USER Wtf aren’t they treating antifa as terrorism?
GRP	@USER After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!!
IND	@USER @USER @USER And what does this have to do with a lying attorney and a 35 year old claim? I know it's hard for you liberals to look at two things at once
IND	@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!
GRP	A videographer who reported on the violence of Antifa was found dead due to a tragic car accident. Police now believe his death was no accident at all.  Welcome to the tolerant left.  URL
GRP	@USER Looks like ANTIFA thugs.
GRP	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Look at the pot calling the kettle black. Liberals have been pulling all sorts of stunts trying  to get rid of your/my/our President ever since Hillary hilariously lost the election.
IND	@USER @USER He will lose his entire career?? You people are despicable. I know you do not believe in god but hell will be filled with liberals like you and Dianne
IND	@USER @USER He is treason. He went to Iran for what?  To beg Iran to give them(the treasons) more time to get the power back so they can keep giving tax payers $$ to Iran the terrorists leader.
GRP	@USER Yeah . Niggas who dey wear durag nor dey joke. Hard as fuck
IND	@USER @USER stop this BS.  A woman murdered him in his own home!  This is so incredibly irresponsible and I am outraged that you are blaming the victim who is a black man.  What does him having weed have anything to do with his murder in his own home?
IND	@USER @USER Wow! Why are liberals heads EXPLODING over the TRUTH finally coming out! BEST NEWS EVER! Americans FINALLY GET TO FIND OUT THE TRUTH! The @USER and @USER under @USER was the MOST CORRUPT EVER! #MAGA
GRP	@USER @USER FASCISTS OF THE FUTURE WILL CALL THEMSELVES ANTI FASCIST.  ANTIFA COMES TO MIND.
IND	@USER @USER @USER @USER Take the gun violence in the cities that already have strict gun control and it's extremely low.  Gun crime has decreased at the same time gun ownership has increased.
IND	@USER @USER Just please dont let Cruz get away with the he is a tax and spend liberal racist dog whistle crap fire back with facts and call him out on bs
GRP	@USER We dont need gun control. We need White Male control....
IND	@USER He really needs to go. Talks out of both sides of his mouth. Kiss ass !
OTH	@USER @USER @USER @USER @USER also trump IS a fascist- LITERALLY.  the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.
IND	@USER He is a big nerd it seems..
IND	@USER #MAGA their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...
IND	@USER @USER You are an embarrassing citizen!!
IND	@USER Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it
OTH	@USER @USER @USER Wow !!! no wonder the Liberals only got worse as a party of bullies to women...??? no accountability.
IND	@USER @USER And not all idiots grandstands like he did
IND	@USER Bring on the hypocrite gungrabber. MAGA
IND	@USER bitch call me.
IND	@USER The only thing i didn’t agree with was the match point he was following the rules i think this was more about her sex honestly all she did was call him a thief and he penalized her shit was wack
GRP	@USER I second this they’re fucking nuts
IND	@USER Eric Holder a major embarrassment  to law enforcement. @USER you did nothing about those innocent black males killed in those streets. One sorry black brother.
IND	@USER @USER because the average American has $500 lying around to buy a new Glock. more likely Mr. Antifa will be using his unemployment check to purchase some dental work or a casket.
GRP	@USER @USER Liberals don’t realize that thousands of unaccompanied minors were thrown across the border..... who is supposed to take care of them? Angelina Jolie?
IND	@USER You are turd 💞
GRP	@USER @USER @USER @USER Fascists &amp;Nazis don't abide by patriotic views shared in their presence. Glad the brownshirt arm (AntiFa) of the left wasn't there to inflict the usual violence vs citizens who dare to speak. Do you hear that, Dems who enjoy wings/beer/country music? You're less-than." #WalkAway"
IND	@USER BITCH I FUCKING FELT THAT SHIT🤧💀
IND	@USER I told you to stop eating my booty that day but nooooo
IND	@USER He should be given 5000 volts!
IND	@USER @USER @USER @USER @USER I know you are not being facetious.  You are incapable of understanding contradictions.
OTH	@USER Why cant ISIS blow up these two assholes??
IND	@USER John kerry is a loser and a traitor to our country. He doesnt understand that we voted his party out bec we hated the iran deal. He is now working for iran against our gov. At worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated
IND	@USER @USER Donald trump said Mr Cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in Texas in Dallas America can't trust him he is a lier then how can he stand up for him down there in Texas campaing
IND	@USER @USER He is Satan
OTH	@USER @USER You people calling everyone Nazis under the sun becomes tiring and stupid frankly. You people called Zena Bash a Nazi and it turns out she is half Mexican and Polish descent and her family barely escaped death from the Nazis. So keep it up desensitize that word.
IND	@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE
IND	@USER Almost forgot you was a nigga in ya past life lmao
IND	@USER @USER @USER @USER You are a Liberal who doesn't even live in FL.
IND	@USER Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control". URL
IND	@USER Lmao fuck u bae
IND	@USER @USER @USER @USER I completely believe she will be in GTMO. She is a traitor.
IND	@USER @USER Her life is crappy because she is crappy. And she’s threatening to kill everyone. Another nut job...Listen up FBI!
IND	@USER @USER Just block the idiot. He's not even worth this post.
IND	#WednesdayWisdom Obama appointed liberal Judges tired of looking stupid smacks California law down on gun control #2A  URL
GRP	@USER @USER Nope. It's clear and you are lying. Also every accusation against known child molester #RoyMoore was true. Conservatives love (R)apists.
GRP	@USER Nah Antifa are good to get killed
IND	@USER Congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.
GRP	@USER @USER The dems have done this since they were the KKK. Except back then they accused black men of raping white women then lynched them. Same play from the old playbook. Everyone of these liberals crying outrage are fake if they aren't pressuring Ellison to resign.
GRP	@USER @USER @USER @USER @USER @USER 2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!
GRP	@USER One added me to a “liberals I’d like to slaughter” last month. That was fun
GRP	@USER psychotic liberals fake media &amp; RINOS are walking on thin ice when they forget that real Americans ...the ones who put Trump in the White House will never allow them to take him out of the White House. BTW..thanks for this #Kavanaugh B.S.-insures WE WILL VOTE!! WE ARE SICK OF DC!
IND	@USER what is this? We don’t want your $2 tacos we want fucking gun control. Are you seriously trying to capitalize off this tragedy? URL
IND	@USER because he made guys dumb as SHIT
IND	@USER Ouch. She is horrible.
IND	@USER @USER But he is a dildo!
IND	@USER I got this
IND	@USER Treason he should hang he has no business even trying this who the F does he think he is Trump needs to Lock him up fast
IND	@USER @USER Be coo you got people thinking I really eat ass bitch 😂
GRP	@USER @USER Elder and Owen have been the bravest in pointing out that the culture is part of the problem.  Liberals have engrained this short lived culture. Culture can change and will being black doesn’t have to be linked to poverty and resistance.
IND	@USER Ok but please understand that I am not one of dubakoor mumtaj dubakoor army. I only support her for certain things. I get what you are saying and I don’t understand how she has survived from up to this point. For me she is not fit for title winner.
IND	@USER We have the real facts......you suck pussy grabber MOTHER Fucker
IND	@USER @USER You say you're part of the resistance so I'm fairly certain you are pro-gun control. My question to you is...Why would you want a government headed by this so called dictator" to enact stricter gun control? I don't think that's an argument that'll get you very far."
IND	@USER @USER He is a failure in every way possible.
GRP	@USER @USER Antifa aren't fascist   They're terrorist
IND	@USER @USER Quite possible. You are very right to be skeptical. But one has to start somewhere !
IND	@USER @USER I turn the tv off when Juan speaks. He is a real sicko.
